annotations,tweets,labels
🙄,females never liked me growing up because of the way i looked my hair was nice or simply because the boys loved me,3
🙄,small as shit i barely can see that but missyou,3
🙄,i needa clean my taxis,3
🙄,no its not that deep most people feel like you owe them something anyway if they pay,3
🙄,finna have to come out of pocket for this shit,3
🙄,want the strip club,3
🙄,stole my tweet amp till florida,3
🙄,my friends want to see me im never around anymore,3
🙄,one thing after the next,3
🙄,i hate a fucka who like everybody no fuckin standards,3
🙄,if i was in the league youd be my biggest fan too im sure,3
🙄,manning im annoyed,3
🙄,david cameron on the eu snapchat thing were better off if we stay in europe error were leaving the eu not the continent you pleb,3
🙄,im getting thick id,3
🙄,youd eat the bag of chips,3
🙄,this all uri,3
🙄,i love my bestfriend like thats really my heart even when she pouting,3
🙄,and also their there amp theyre,3
🙄,better know i love her driving through this weather just for her birthday dinner,3
🙄,yo i missed the best game for ice cream and drinks,3
🙄,both teams really piped up,3
🙄,hell no you need to stop ya shit dont nobody want no female thats always winking,3
🙄,game,3
🙄,text me,3
🙄,mess wouldnt have missed that,3
🙄,my hair is so thick mane,3
🙄,update room is cleaned amp is probably still stressed because i havent vacuumed yet,3
🙄,dont start,3
🙄,so its cool but isnt that everyday,3
🙄,i actually have full on insomnia,3
🙄,me in,3
🙄,ifs love to talk shit until you fuck their mom amp become their step dad,3
🙄,nobody texts me my phone literally be dry,3
🙄,i got buttholes in my hoodies all my homies think its dank,3
🙄,not that lol bout to go over there now,3
🙄,im done with snapchat they always trying make your lips look hella wide and big,3
🙄,sprint is the number one shittest network,3
🙄,curling my hair is so time consuming and i dont even have that much of long ass thick hair,3
🙄,aghgh,3
🙄,u really strong i admit but dont be beachy,3
🙄,dumb bitches man,3
🙄,why now bro,3
🙄,always missing soccer games,3
🙄,lol what you imagined is right,3
🙄,the worst thing you could ever do is accuse an innocent person of being guilty,3
🙄,fuc errrrbody,3
🙄,seriously line so dry,3
🙄,my dads driving,3
🙄,ive never seen the first one,3
🙄,all im suppose to do is sit there amp watch him play till he say its time to go to bed,3
🙄,on everything,3
🙄,cant hotbox in this heat,3
🙄,i hate being the center of attention this graduation party is about to be awkward,3
🙄,you have more than enough time on your hands,3
🙄,give me a break guess thats the new storyline,3
🙄,fun drinking game drink every time they mention curry fouling out in game,3
🙄,people believe anything its out of there jurisdiction,3
🙄,dont know what to do with myself,3
🙄,i fucking hate you,3
🙄,nigga you like,3
🙄,duh suh,3
🙄,and hes completely twatted for the love of rock is he under control again now,3
🙄,just touched down in no,3
🙄,bitches always tryna be seen,3
🙄,i hate being home all day,3
🙄,yall really gonna hype the cars head up like they really doing something,3
🙄,would of thought you would of voted remain having a child amp looking out for her future but up to you isnt it,3
🙄,late but thats nothing new,3
🙄,lao she really did the other girl was mad pussy,3
🙄,pool guy was really hours late,3
🙄,get off my twitter,3
🙄,im so broke,3
🙄,i feel so ugly now,3
🙄,sunscreen,3
🙄,a damn mess,3
🙄,where mines,3
🙄,jay just run wild,3
🙄,its so annoying,3
🙄,youre in cali,3
🙄,these edmond nurses are grumpy today,3
🙄,why this sound just like benjamin,3
🙄,my work schedule lookey sucks when everyone i know has days off during the week and work weekends,3
🙄,says the one that said goodbye when i said hi nice my ass,3
🙄,were all talking about these people not worried about us at all okay,3
🙄,thats the danger of democracy,3
🙄,i dont have service the wifi wont connect and i have more hours,3
🙄,if jose doesnt go in for payed theres something wrong with him,3
🙄,nope,3
🙄,everybody wanna shine but dont wanna grind,3
🙄,well you know i have contacts,3
🙄,i dont even know what i did last night,3
🙄,i dont think she understands the difference between a gang and gang bang,3
🙄,they not calling,3
🙄,finally landed in dallas,3
🙄,cameron what your mugshot doing on twitter,3
🙄,i love sleeping with my boyfriend seems the only way im actually comfortable sleeping,3
🙄,people need to apologize to me for not recognizing how perfect i am,3
🙄,im really gonna miss the game because of work,3
🙄,i have no clue why i been up for an hour now,3
🙄,i dont even know what i want to wear for the the,3
🙄,clearly im a joke,3
🙄,i just locked my keys in the car,3
🙄,pal legit doing the most on kahlan amp kyrie ig,3
🙄,even on days i dont have work and i can sleep in i wake up at,3
🙄,i hate walking into a fourth grade baseball dugout and getting picked on,3
🙄,then you must be head over heels because it was super dirty lucky me,3
🙄,guess im staying in tonight,3
🙄,lookey hate the people who like my pics cause my boyfriend is in it,3
🙄,its getting light outside,3
🙄,well its your fault for reading it you should be finishing the season so i can talk about it to someone,3
🙄,lao why be fine and not shit,3
🙄,my grass isnt cut i think this coming week i wanna buy a pool for the middle first,3
🙄,i gotta buy another chapstick,3
🙄,thats how you know she doesnt know what she talking about,3
🙄,that doesnt help me right now,3
🙄,hoes stay lien tell the truth for once,3
🙄,every time i see this i crave chicken strips,3
🙄,steph are you joking,3
🙄,trying to stay out of the sun to heal my sunburn is not my forte,3
🙄,richard is about to make me sick,3
🙄,us you never have the time no more you giving excuses excuses get old,3
🙄,right like grow up,3
🙄,my freckles are out of control,3
🙄,is rigged,3
🙄,what theres no edit twitter siri sometimes likes to correct my grammarspelling unnecessarily deleting and trying again,3
🙄,swear,3
🙄,we jus friends,3
🙄,shouldve drowned him what he say,3
🙄,went downstairs to get ice cream but ended up doin dishes sweeping and mopping,3
🙄,so glad im bout to get a rental,3
🙄,oh my heck,3
🙄,i just woke up let me live,3
🙄,i didnt meet you on twitter lmaooooo we have a different love,3
🙄,cant wait to take a shower,3
🙄,i called you,3
🙄,fuck up daytrill been great vibes since the very first one theres always someone being salty,3
🙄,well im evil now i still just wanna go fuck my girlfriend,3
🙄,same bro,3
🙄,tired of you,3
🙄,all he calls for,3
🙄,oome stays getting mad at me,3
🙄,i cant control it,3
🙄,but then hes gonna text me,3
🙄,guess ill get out of the bed,3
🙄,i swear the way my driver is driving were going to get into an accident,3
🙄,i want to see alas belly,3
🙄,ive given up on this family all they do is ask for favors but when i need something done its this and that,3
🙄,me amp be finna snap tonight yall know how we go when we link up,3
🙄,ive seen just about every other african country but not liberian,3
🙄,still in bed,3
🙄,people are funny to me if kanye asked you to stand next to hityour ass would stand next to him i guarantee it,3
🙄,this game is blowing mine,3
🙄,im getting upset again time to sleep,3
🙄,i aint even a fan,3
🙄,all i do is talk jesus,3
🙄,so jealous of your hair fam,3
🙄,im so annoyed,3
🙄,we need to start texting,3
🙄,i couldnt even watch this whole video this makes me sooo sick dude,3
🙄,i wish i had a legit male best friend have big brothers but certain things i cant tell them,3
🙄,my sleep schedule,3
🙄,get me one where you work,3
🙄,yea body issues thats it good job london,3
🙄,i always say sorry for no reason,3
🙄,i wasted sec of my life watching this,3
🙄,hate watching power with my parents too many damn sex scenes,3
🙄,its too early im like you got the wrong number,3
🙄,i could probably drive from fort worth to weatherford with my eyes closed i do it so freaking much,3
🙄,on the one day i have to work im sick,3
🙄,cant stand relationships cuz they dont relate to shit,3
🙄,oh no how will i ever be able to face i followers after this hot take,3
🙄,ifs in nail salons always talking shit like stu ling ling,3
🙄,guess ill go too,3
🙄,how you gon complain about how fake everybody is if you doing the same shit they doing,3
🙄,i hate when im really into my music amp a customer walks in,3
🙄,my back hurts,3
🙄,thats her only drag no one cares anymore,3
🙄,amp im only on the middle of season fol,3
🙄,hate coming to my ma house and all these irrelevant pal here,3
🙄,this is really starting to get on my nerves,3
🙄,now that i think about it soccer was literally the best thing that happened to me during high school,3
🙄,this heat out here committing all types of crime,3
🙄,thank you like,3
🙄,somebody come over and cuddle and take a nap with me,3
🙄,me and amber went to the gym and now we are on our way to mcdonalds,3
🙄,youre rude,3
🙄,missed that you up text last night,3
🙄,this better not be a tied game,3
🙄,i was joking with you of course hes great,3
🙄,im going back to sleep cuz im still fucked up,3
🙄,yeah when they have rhythm,3
🙄,nom i gotta wait mins so i gotta find the link i used,3
🙄,i wanna go slap the shit outta jordan,3
🙄,lol yes but donald trump totally cares about trade,3
🙄,damn all bash someone gotta kno around the school,3
🙄,corey is boring hes gonna contribute nothing but eye candy to the show,3
🙄,lmaoooo okay whatever im going to thus shit,3
🙄,someone get me out of the house,3
🙄,today gonna be a long day at work,3
🙄,this the dumbest shit i ever read,3
🙄,why cant our convoy be long and meaningful,3
🙄,he really is doe daw makin me want to go but its too hot,3
🙄,people are so boring,3
🙄,dont know how im up when ive only slept since,3
🙄,phone going on and,3
🙄,yeah as if,3
🙄,his great,3
🙄,yeah but watch you gonna have to work aint gone be no sleeping in,3
🙄,my house would be so fucking lit if i had a pool got everything else but a pool,3
🙄,lao here you go man,3
🙄,when no one tells you about the bacon festival,3
🙄,can i just get off work to binge watch my to show already,3
🙄,bra ready make me miss the bus,3
🙄,oh silly me,3
🙄,damn fucked that up,3
🙄,omg i keep sneezing ugh,3
🙄,let me take my ass to bed,3
🙄,one side came out really good the other side didnt,3
🙄,same here,3
🙄,why cant ifs be original these days,3
🙄,yea pal always think i have the answers for some reason,3
🙄,bought dan a fathers day card be hes been a father figure to so many of these younging,3
🙄,just waiting for the game to be over so my nigga will come lay with me,3
🙄,i want wings,3
🙄,a hopeless romantic in a lets chill era,3
🙄,man this heat is really fucking up my skin face is breaking out and oily amp freakin getting discolored and shit,3
🙄,hate when niggas say ima by but you wanna talk to this by,3
🙄,alotta niggas kills amp aint killed shit,3
🙄,i just feel trapped here i cant wait to get outta this city,3
🙄,playing so much golf has made it literally impossible for me to want to go to work,3
🙄,oh na you was a fire starter yesterdaystay put it to talking about cheating i go,3
🙄,dont boost him devon hes not getting it,3
🙄,rly hope dozen goes home tonight im tired of listening to him,3
🙄,none of these bitches cant touch me tho,3
🙄,i wish i liked my body finding something to wear would be so much easier,3
🙄,swear my night cant get any worst,3
🙄,i always get everywhere too early,3
🙄,exactly,3
🙄,omg i hate alec right now,3
🙄,but then i remember that this isnt a movie and people get arrested for shit like that,3
🙄,phone always dying yo,3
🙄,i hate when people be like only reason you have that is because of your boyfriend,3
🙄,bored as at work,3
🙄,where my headphones,3
🙄,annnnnd she be lying shes a gemini,3
🙄,im waiting in this damn car and im soo bored,3
🙄,nobody care about this being the pistons anniversary,3
🙄,finally,3
🙄,cant wife no girl aint got time for no mood swings,3
🙄,i gotta work on this,3
🙄,the nba rigged ok we get it but you still gonna watch it so hush and enjoyed the rig,3
🙄,he trapped the ball on the backboard and they didnt call jack,3
🙄,my expectations for this summer are extremely high,3
🙄,dontcha got a man why you on my page still,3
🙄,im freaking starving,3
🙄,i just woke up and now i gotta go to work,3
🙄,still havent seen the conjuring still wanna watch the conjuring,3
🙄,cleanedfixedreorganized my make up box inside and outside oh bona,3
🙄,no youre not,3
🙄,all ios did was make my phone slow,3
🙄,july,3
🙄,on my way home you,3
🙄,didnt even make it to my movie,3
🙄,hate my freckles but theyre inevitable,3
🙄,nincompoops,3
🙄,ignorant people annoy my soul,3
🙄,raining like shit out of nowhere,3
🙄,dont tell me you love me if you dont,3
🙄,berlin i adlershof middle of nowhere,3
🙄,she thinks im google,3
🙄,true,3
🙄,still at this pool party,3
🙄,july cant get here faster,3
🙄,another long ass night,3
🙄,wishing i was laid up right now,3
🙄,tbe but nobody wanna grow up,3
🙄,watching home to shopping atm,3
🙄,how i wanna be,3
🙄,i dont mean to offend anybody but i really dont understand the cow piercing,3
🙄,waiting for oome to text me,3
🙄,still gotta get up am and get back on the road,3
🙄,lies,3
🙄,what they not married,3
🙄,good win tonight just gotta find my finishing shoes on track to match another undefeated season,3
🙄,i pick up accents way too quick,3
🙄,im so dedicated its sickening,3
🙄,so pissed as hell,3
🙄,dang i have a hair appointment at am i was planning to go after that,3
🙄,i caught something and have lost my voice,3
🙄,dont sugar coat shit im grown up,3
🙄,its what he says to start his verse come on steph,3
🙄,i was tryna save my money for the drake concert but ya girls got shit to buy,3
🙄,yeah same,3
🙄,he only want when im not there better call becky with the good hair,3
🙄,when you want to go to the movies but everyones busy,3
🙄,my tummy always hurts,3
🙄,everybody wanna start amp stop texting me at he same time,3
🙄,usually the person who bitches and complains about the situation caused it in the first place,3
🙄,literally making dinner and all these bitches leave for,3
🙄,just like how i got on there and be struggling to get ghost followers as,3
🙄,u right,3
🙄,hate being lied to,3
🙄,let me clean gotta long day ahead of me,3
🙄,i just wann somebody to act the fool i,3
🙄,popped,3
🙄,prolly not ever gonna happen,3
🙄,im not mad anymore,3
🙄,super irritated,3
🙄,that you can pay your rent email,3
🙄,i need change for a i dont feel like swapping my card for no pop,3
🙄,body really be high like,3
🙄,we not friends,3
🙄,or getting yelled at because i spelled it with a y haha,3
🙄,my page keeps switching to jams shells,3
🙄,time is a terrible thing to waste,3
🙄,new day sucks its dumb the tag team champions are three guys cmon get it together,3
🙄,u forgot to turn the arm brown,3
🙄,she tryna push me out the bed,3
🙄,college tomorrow doesnt sound appealing after a month off,3
🙄,are yall finish or are yall done,3
🙄,love this weather but it drains me lookout,3
🙄,you right but in my mind im like if this bitch dont,3
🙄,hows that even possible,3
🙄,why are ya tweets private,3
🙄,im not saying you should support same sex marriage but why are you gonna tell someone who they can and can not love,3
🙄,falling asleep at the table,3
🙄,yea alright alright alright you was right i was wrong,3
🙄,she be making me feel bad,3
🙄,im working on my ass but i got some nice titties,3
🙄,like i just wanna sleep already so mad,3
🙄,right,3
🙄,my hair tight as kid im not gone be able to get no sleep tonight,3
🙄,you one too,3
🙄,i didnt even think bout it til yesterday hoping its not raining on the day,3
🙄,dry as,3
🙄,when they put more ice than the actual drink lttle,3
🙄,everyone knows my password to unlock my phone amp i have different finger prints from ink who,3
🙄,ty is such a flirt,3
🙄,i hate when i have to get disrespectful with a of like thats really not me why do you have to take me there,3
🙄,ion see none but like people in there everytime i go,3
🙄,i need my boba fix today or i might go crazy,3
🙄,im i can handle myself not like i would go out with any kind of plan,3
🙄,boxing out in the nba is a joke nowadays loose ball foul every time,3
🙄,can it be saturday already,3
🙄,couldnt be in a worse mood,3
🙄,glad i didnt give bruh my number,3
🙄,i get very offensive wen i feel like im being taken for a hoe or a fool like im not your mother,3
🙄,you cant see shit im not surprise if theyre asians,3
🙄,when your bestfriend blow your phone up in the middle of an episode,3
🙄,people always act like im baby and dont wanna accept the fact that im grown,3
🙄,cuz that makes it all better,3
🙄,theyre not,3
🙄,if the lakers dont win,3
🙄,i wish i was layed up,3
🙄,unless i met her ass,3
🙄,ink what kinda girls you fucked with in the past but i aint like them im not gonna take that stupid shit for lear,3
🙄,mixed messages,3
🙄,off for the weekend with nun to do,3
🙄,me i want jack daniels buddy i got the next best thing pulls out a bottle of camp,3
🙄,if i had one,3
🙄,pal always talking cant even breathe without someone saying anything,3
🙄,julie and evan arent beach people,3
🙄,i must be the worst person in the world,3
🙄,me everyday,3
🙄,its to early,3
🙄,i hate the hospital,3
🙄,why my child always wanna play with my tits,3
🙄,ur fried gto,3
🙄,they also think that are the money makershighest earners in pedis so,3
🙄,why do you hate demi so much,3
🙄,so wrong,3
🙄,we believe it,3
🙄,ink who lil uzi or whatever his name is,3
🙄,dude who knows,3
🙄,lie got me miss dancing even more by keep retweeting all these videos,3
🙄,im annoyed text me,3
🙄,definitely need to sort out my clothes and get rid of ones that i never wear,3
🙄,martial finally know how to text somebody,3
🙄,looks like i wont be taking a nap before work cuz this lil guy is too hyper and wont sleep,3
🙄,dont be tryna stunt on a sport on social media when your ass know you dont play or watch that sport,3
🙄,im too tired to continue this take your i and leave my mentions y u quit texting me bum,3
🙄,quin and eric really,3
🙄,me too i wish shed move on,3
🙄,fellow orchestra player bought me amp her drinks thought both drinks were the same amp took one which was hers amp was a different drink,3
🙄,learning to ignore pal and their smart remarks but its hard,3
🙄,our wedding reception,3
🙄,watch her be up at like in the morning,3
🙄,the new powerpuff girls get on my nerves,3
🙄,wheres my off,3
🙄,good i have honey but no lemon,3
🙄,verbally abusing please grow up,3
🙄,yall be gassing up the weakest people,3
🙄,thats so sad to see but not my loss,3
🙄,i could definitely go for some of jade cooking right about now im tired of this food here,3
🙄,i miss bae,3
🙄,this nigga just up and fell asleep,3
🙄,im always messing up something good,3
🙄,my of dont even take pictures of me so,3
🙄,independent scotland but ruled by go figure,3
🙄,im hungry too,3
🙄,racist white american girl,3
🙄,she said she was getting our refills like minutes ago,3
🙄,gotta be nice to em hit them with the may peace and blessings be upon your life then shit on em,3
🙄,lost subs thanks,3
🙄,it aint even about what you ask for its about what you given,3
🙄,id appreciate it if you would stop lighting fireworks right next to me as everyone around you is trying to watch a movie,3
🙄,he is his whole album was bumping,3
🙄,pointless blog pisses me off legit all he does is complain about everything it seems he finds something negative in everything,3
🙄,just do it,3
🙄,be me amp staying in da house aint gone mix,3
🙄,third wheeling,3
🙄,dont know how to feel,3
🙄,i seriously need sleep and not be around anyone today,3
🙄,i really wish i was exceptional at skating,3
🙄,im so weird i talking to boys,3
🙄,wen couples argue around u,3
🙄,this year all i need is a check from a nigga everything else is irrelevant,3
🙄,to parents,3
🙄,they didnt tell me anything,3
🙄,anyways,3
🙄,got my phone back felt like forevaaaa,3
🙄,ky and my brother told me i cant give birth till the game is over,3
🙄,no im gone spoil her,3
🙄,everybody going be retweeting they tweets from now on,3
🙄,let me see how i will collect canadian passport sef,3
🙄,hey mom,3
🙄,thats really you ma and thats be you didnt text back,3
🙄,my roommates always leave dishes and i always have to yell at erin not to do them and now she secretly does them,3
🙄,forever wishing i didnt have big boobs,3
🙄,i wanna talk top with oome,3
🙄,i hate being on car rides for too long,3
🙄,females these days worry about makeup more than getting money a beat face aint gone make you no money,3
🙄,you must make it your goal to kill my mood,3
🙄,this is my of she i be wondering where he is,3
🙄,my dog really follows me around the house,3
🙄,is it nice,3
🙄,somebody it me or something,3
🙄,everytime i want to hangout i someone theyre working or our schedules clash,3
🙄,its finna go down outside,3
🙄,my whole timeline basketball,3
🙄,cuz i have to lmfaooo i thought u knew this,3
🙄,wish i was at the beach in with my gang but i got responsibilities,3
🙄,lao you tried it i wish i did shoot my daughter broke my iphone if i had some dont you think id have another,3
🙄,imma regret staying up this late,3
🙄,lmfaooo ever since ive followed u its been nothing but no filter lao,3
🙄,no nobody to see it with,3
🙄,well its a different a now and theyre not after them per say this a just wants the truth,3
🙄,all these people hating on kevin love but had a game when it was most important,3
🙄,girrrrrrrl really,3
🙄,missing you,3
🙄,my nobody to do it,3
🙄,really need to figure out what i wanna do for my birthday,3
🙄,good hes trying to walk now though,3
🙄,i thought i was the only one,3
🙄,so beyond ready to start college,3
🙄,just be being dumb,3
🙄,soon as my grandma walked in the house she start complaining,3
🙄,sheesh peoples feelings be really hurt after a bad relationship always complaining how a certain gender aint shit,3
🙄,dont retweet your own selfies,3
🙄,god cant get me out this house fast enough,3
🙄,yo ass needs to love melee,3
🙄,im pissed,3
🙄,that man the fact hes in the running in the first place is worrying,3
🙄,lol just waiting for you to care,3
🙄,all i can say is thank fuck i have an irish passport,3
🙄,these girls at tell are always rude,3
🙄,my peoples cook stuff with beef and pork on purpose lol,3
🙄,youre joking,3
🙄,radio just said isis is claiming that they were in on the attack at the club,3
🙄,even after you apologize so many times and are willing to do anything to make it up they still be holding that grudge,3
🙄,to celebrate being back on a college campus i ran late and had spicy nacho doritos and a monster for breakfast,3
🙄,i weigh,3
🙄,niggas got to wake up at,3
🙄,go thru the most i swear,3
🙄,the absolute cocoons in classics not that i watch like just heard there is lethal coons,3
🙄,no one understood,3
🙄,when you cant wait to go back to school,3
🙄,okay stop acting crazy,3
🙄,my new license says my hair is red so i supposed im officially a ginger,3
🙄,i stoled your love oo my bad yea,3
🙄,i hate my snapchat name i had it since like,3
🙄,the only friend that likes me,3
🙄,goddammit i just took you off mute now its back to muteville,3
🙄,maybe he thought he was hacking down achilles,3
🙄,yeah why dont we give guns out to more people so everyone can just shoot each other,3
🙄,i cant decide who i want to win this series decisions decision decisions,3
🙄,my mom said the same damn thing dude,3
🙄,cant wait until my family is back together,3
🙄,see im about to be back on my disrespectful shit when i come home,3
🙄,mary is literally picking pageant crap over me i,3
🙄,youve always been mean to me i always love you anyways but your helping me now so maybe its a start,3
🙄,i cant with not wanting to poop at his own apartment so he makes me take him to cos,3
🙄,me when i like somebody,3
🙄,why its so hot outside dam,3
🙄,wow such a struggle,3
🙄,im so sore that i dont even want to workout but i gotta do it,3
🙄,this cat about to go right to rukaiyah house because ion have time,3
🙄,that doesnt make it okay to be dishonest with the person youre in that relationship with,3
🙄,god scott,3
🙄,nobody guessed,3
🙄,oh lot,3
🙄,dont know what to put on,3
🙄,you have a mind of a year old,3
🙄,whats love got to do with it,3
🙄,cut off season,3
🙄,im such a bad ass driver,3
🙄,you aint shit us when i called you u wasnt fucking with me,3
🙄,i need a curry jersey lol,3
🙄,i just saw you,3
🙄,feel drunk,3
🙄,maybe,3
🙄,hate not knowing something,3
🙄,they really cheated me,3
🙄,fine ill be soft,3
🙄,i keep telling my grandma that you cant throw in onions and tomatoes in eggs and call it king gourmet,3
🙄,i do the same thang every day all day need something new,3
🙄,i should be on the road in,3
🙄,yeah okay,3
🙄,i hate you so much,3
🙄,they did this girl so wrong on i spit on your grave,3
🙄,hate of like this,3
🙄,glad to be off,3
🙄,thats me having a conversation with ernie about julio,3
🙄,please stop comparing to,3
🙄,yeah i just got out,3
🙄,hate a nigga that act like a bitch,3
🙄,nah you left me back in lets not forget,3
🙄,obviously they dont want to come,3
🙄,lao you might be married and in the army girl,3
🙄,jon snow was useless in that battle though kit lost his head over one irrelevant brother,3
🙄,someone facetime me cause im bored as,3
🙄,and apparently supervised means sitting in a room alone for minutes after eating them im questioning this method,3
🙄,i worry too much im done worrying,3
🙄,sure,3
🙄,all i know is its am my car has been recalled and i want to go to bed,3
🙄,he never do nothing i ask lil ugly ass,3
🙄,i really hate the way everyone else in the world drives,3
🙄,why even act like they did the first place its acc beyond me,3
🙄,i feel bad for girls who say theyre in a relationship with someone but the fuck boy claims he dont know her,3
🙄,the eu concept might be good in theory but its been shocking in execution,3
🙄,here we go again,3
🙄,lets take a trip and do a drive by i just wanna kill somebody,3
🙄,its true you do ruin everything,3
🙄,tell me about it,3
🙄,everytime i wanna go get my nails done it starts raining,3
🙄,i have no freaking clue how i used to work hours a week and still function i can barely work hours a week without being drained,3
🙄,i already miss shea shanti amp marcel ugly asses,3
🙄,was at work so only got home for the last half hour but i think that was the best bit from what i hear,3
🙄,slept a total of hours last night and still had to do a hour shift today,3
🙄,i guess,3
🙄,but yall go ahead and enjoy yall day i just needed yall to see how people think im a sex symbol in the work place,3
🙄,i wanna go to the beach soon,3
🙄,but didnt for a potential close out for ok,3
🙄,lol we know how those go with you,3
🙄,not everyone is a i or i cup,3
🙄,girl you aint gon do nun,3
🙄,keeping javi updated on the game and he never read my messages,3
🙄,why to the power aint go out here so i could go home,3
🙄,thats so dead,3
🙄,my grandpa just asked whats that internet thing supposed to be,3
🙄,i feel,3
🙄,i just got paid and spent it all on makeup,3
🙄,i didnt even get on whatsapp yet jesus christ,3
🙄,then ate good and got sleepy,3
🙄,need sum shoes,3
🙄,im koo i whatever just not gonna chase,3
🙄,i swear,3
🙄,whatever you say,3
🙄,i hate everyone lao,3
🙄,been spewing out some industrial equipment for work and now all of my targeted ads on my phone are a bunch of product conveying companies,3
🙄,howd you know,3
🙄,why did netflix have to take wolf of wall street off,3
🙄,i stay with an attitude man,3
🙄,hate the smell of camp perfume so much now,3
🙄,wake up and the rain back,3
🙄,well that exam was easier than i expected just watch ill probably get like a or something lol,3
🙄,because why not expect him to live up to his redraft hype even after being cut from the team who drafted him,3
🙄,wish i could get a text or a message thatd be cool,3
🙄,maybe if youd stop speeding,3
🙄,i just tend to scream it when steaming instead,3
🙄,yall try so hard so be the center of attention while im trying to get out of it,3
🙄,why does he keep embarrassing me,3
🙄,so i gotta go like it now gosh best friend always playing,3
🙄,lao its because of the screen it started chipping off around the home button so i ordered a new one lao,3
🙄,i never get on twitter,3
🙄,im fucked up,3
🙄,annoying pictures fake emilio karan baru now feeling good looking but brainless eyes rolling,3
🙄,got cheated on every guy i dated and talked to none that i had a loyal one until now,3
🙄,ladoo kam come get me before i die,3
🙄,lol what im saying is im an understanding person but im not psychic people like to believe im psychic sometimes,3
🙄,no seriously,3
🙄,i want a job in retail that gives good hours and big paychecks is that too much to ask for,3
🙄,too bad the cars are more important,3
🙄,i miss you but id id,3
🙄,its really sad some people just refuse to realize that they have this problem,3
🙄,i treat the people who chase me like amp the muthafuckas who aint shit like gold to,3
🙄,no a lot when you coming back up here you never call or text me,3
🙄,i feel like im dying,3
🙄,pain booked till august,3
🙄,i shouldnt be cooking this late,3
🙄,no wait im the belled not u congrats on ur win,3
🙄,kyle been asleep forever,3
🙄,a lot,3
🙄,im always losing my chargers,3
🙄,bitches be doing to much grab some popcorn,3
🙄,i hate boys,3
🙄,some people dont see the different between cocky and confident,3
🙄,the way people think my nails are fake sorry love i just know how to take care of my nails,3
🙄,lord im glad my mom dont be all on fu in the mix ifs is too damn old,3
🙄,no lies,3
🙄,uncle likes things shes definitely going to open that letter,3
🙄,well you dont have a phone for my to contact you if you got one you didnt tell me,3
🙄,so tired of everybody man,3
🙄,you sleep on white gals,3
🙄,hey bro,3
🙄,stole my trophy,3
🙄,thats what they say,3
🙄,nothing ever goes my way,3
🙄,my life,3
🙄,i see wat u did there,3
🙄,youll never get back on,3
🙄,this is so cute,3
🙄,i swear if its not one thing its another,3
🙄,some sour patch kids sound good in,3
🙄,yall so backwards,3
🙄,when is at my house but not even hanging out with me,3
🙄,if only it was that easy,3
🙄,so untrue girl i dont have any signal in it matthews,3
🙄,skip out here looking for attention again,3
🙄,why do hallmark movies always make me feel lonely,3
🙄,today and tomorrow is my weekend unfortunately,3
🙄,okay now im just sitting here on twitter,3
🙄,i wanted those pickles so bad and they gone,3
🙄,cause i dont work tomorrow either duh,3
🙄,i swear to god if my tia comments on my picture one more time saying i need that watch,3
🙄,man my la brother so lame,3
🙄,yall niggas so predictable,3
🙄,oh boys do too were in the same boat,3
🙄,i always get my toes done but im always wearing sneakers,3
🙄,i will never understand how people can be so fake yet have the most friends like why amp how,3
🙄,dont you hate when someone is right like stu and let me be wrong and mad in silence,3
🙄,whatever you just wanna leave me already,3
🙄,of course you didnt,3
🙄,facts,3
🙄,cause i know you gonna say something dumb,3
🙄,imgonnacry,3
🙄,trying to figure out how ima so do my hair,3
🙄,you dont een be texting me like that,3
🙄,same i be so far from everything,3
🙄,i wish my off would hype me up in vids,3
🙄,my whole timeline is full of greys,3
🙄,need a vacation,3
🙄,not another girl who doesnt know which way to sit on a motorcycle,3
🙄,hour shift tonight,3
🙄,not no damn pub rock thats for sure peeped your tweet lol he decent i guess,3
🙄,regularnormal what ever u call it but na its time to be a unicorn,3
🙄,same person i been fucking,3
🙄,i want fuel city bad as in,3
🙄,im bored man one more hour,3
🙄,up on it wit this person,3
🙄,olivia and zara are just as easy god self respect girls,3
🙄,my mom never answer her phone like wif,3
🙄,who knows if the food at movies is any good the online menu isnt very helpful,3
🙄,i had a dream you cheated on me its over,3
🙄,need a new mine takes too long,3
🙄,im good at acting like i dont care when i prob care more than anything,3
🙄,curry cant guard for shit,3
🙄,no its not,3
🙄,but my of doesnt agree,3
🙄,kristen and lex hang out every sunday,3
🙄,stop it drake,3
🙄,and he told me today i gotta help everyone out fuck i look like im not a manager yet im a do my responsibility and hats it,3
🙄,leaving your phone charger somewhere is so annoying,3
🙄,she look good,3
🙄,i like how left out when talking about the tributes in remembrance of prince last night at,3
🙄,well since oink came out wit a new season i wont be getting a text back,3
🙄,u a goof,3
🙄,nobody wanna see the conjuring,3
🙄,so im at roger and every time i look up this lil bitch lookin at me,3
🙄,wow havent half missed road running,3
🙄,my body is so fucking sore i,3
🙄,one of my biggest pet peeves is when someone doesnt bless me after i sneeze,3
🙄,i asked myself that same question,3
🙄,i dont want to,3
🙄,i swear im always getting secret shopped,3
🙄,wow am i insecure,3
🙄,can we have our moment or naw,3
🙄,right and if you look closer you can see camila grab lauren ass,3
🙄,just be saying anything,3
🙄,i wish brooke was here i want to go to the hookah bar,3
